FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
,,,Afghanistan,2021-02-23 05:23:41,33.93911,67.709953,55617,2433,48895,4289.0,Afghanistan,142.87020348491092,4.374561734721397
,,,Albania,2021-02-23 05:23:41,41.1533,20.1683,101285,1681,64318,35286.0,Albania,3519.528806727361,1.659673199387866
,,,Algeria,2021-02-23 05:23:41,28.0339,1.6596,112094,2964,77225,31905.0,Algeria,255.624478532928,2.644209324317091
,,,Andorra,2021-02-23 05:23:41,42.5063,1.5218,10712,109,10245,358.0,Andorra,13863.974632757396,1.0175504107542943
,,,Angola,2021-02-23 05:23:41,-11.2027,17.8739,20548,499,19190,859.0,Angola,62.52002813340413,2.4284601907728245
,,,Antigua and Barbuda,2021-02-23 05:23:41,17.0608,-61.7964,614,14,222,378.0,Antigua and Barbuda,626.9912588840781,2.280130293159609
,,,Argentina,2021-02-23 05:23:41,-38.4161,-63.6167,2069751,51359,1872213,146179.0,Argentina,4579.522993929278,2.481409599512212
,,,Armenia,2021-02-23 05:23:41,40.0691,45.0382,170506,3167,162098,5241.0,Armenia,5754.051148171221,1.8574126423703563
,,Australian Capital Territory,Australia,2021-02-23 05:23:41,-35.4735,149.0124,118,3,115,0.0,"Australian Capital Territory, Australia",27.563653352020555,2.5423728813559316
,,New South Wales,Australia,2021-02-23 05:23:41,-33.8688,151.2093,5154,54,0,5100.0,"New South Wales, Australia",63.48854397634886,1.0477299185098952
,,Northern Territory,Australia,2021-02-23 05:23:41,-12.4634,130.8456,104,0,101,3.0,"Northern Territory, Australia",42.34527687296417,0.0
,,Queensland,Australia,2021-02-23 05:23:41,-27.4698,153.0251,1323,6,1309,8.0,"Queensland, Australia",25.862574528394088,0.453514739229025
,,South Australia,Australia,2021-02-23 05:23:41,-34.9285,138.6007,612,4,604,4.0,"South Australia, Australia",34.84201537147737,0.6535947712418301
,,Tasmania,Australia,2021-02-23 05:23:41,-42.8821,147.3272,234,13,221,0.0,"Tasmania, Australia",43.69747899159664,5.5555555555555545
,,Victoria,Australia,2021-02-23 05:23:41,-37.8136,144.9631,20479,820,19634,25.0,"Victoria, Australia",308.88852018884154,4.004101762781386
,,Western Australia,Australia,2021-02-23 05:23:41,-31.9505,115.8605,913,9,901,3.0,"Western Australia, Australia",34.70691097088117,0.9857612267250822
,,,Austria,2021-02-23 05:23:41,47.5162,14.5501,446644,8397,421811,16436.0,Austria,4959.1845798543245,1.8800207771737667
,,,Azerbaijan,2021-02-23 05:23:41,40.1431,47.5769,233201,3202,227836,2163.0,Azerbaijan,2299.9997534316158,1.3730644379741082
